Vehicle_ID,Vehicle_Type,Route_ID,Date,Start_Location,End_Location,Distance_km,Average_Speed_kmh,Travel_Time_hrs,Number_of_Stops,Road_Type,Traffic_Level,Payload_kg,Idle_Time_min,Driving_Efficiency_Score,Estimated_Fuel_L
VH-0400,Refrigerated Truck,RT-DAL-HOU-466,2024-02-14,Dallas,Houston,383.8,60.6,6.33,5,Rural,Moderate,12820.0,119.3,0.218,114.81
VH-0027,Tanker,RT-SHE-HUL-668,2023-06-10,Sheffield,Hull,70.7,51.6,1.37,2,Highway,Low,15160.0,68.7,0.4352,25.01
VH-0264,Van,RT-MAN-LIV-834,2022-10-23,Manchester,Liverpool,63.9,44.4,1.44,2,Urban,Moderate,1360.0,27.3,0.5861,2.03
VH-0404,Refrigerated Truck,RT-LIV-MAN-801,2024-05-21,Liverpool,Manchester,56.5,36.6,1.54,1,Urban,Moderate,17230.0,28.8,0.6,22.71
VH-0242,Medium Truck,RT-DET-CLE-543,2024-11-01,Detroit,Cleveland,257.4,69.8,3.69,2,Highway,High,11570.0,53.9,0.5515,69.49
VH-0454,Tanker,RT-LOS-LAS-350,2024-08-12,Los Angeles,Las Vegas,444.8,51.1,8.7,9,Mixed,Low,27740.0,80.1,0.3396,287.9
VH-0217,Van,RT-CAR-NEW-972,2022-10-31,Cardiff,Newport,21.3,71.9,0.3,2,Mixed,High,2470.0,72.6,0.4799,1.23
VH-0456,Van,RT-COL-CIN-925,2022-06-10,Columbus,Cincinnati,167.9,94.5,1.78,2,Highway,Moderate,3310.0,24.9,0.7464,12.97
VH-0253,Refrigerated Truck,RT-MIA-ORL-705,2022-05-01,Miami,Orlando,412.5,69.1,5.97,7,Highway,Congested,20690.0,197.5,0.2323,199.14
VH-0353,Medium Truck,RT-LON-CAM-619,2024-11-04,London,Cambridge,105.5,73.6,1.43,1,Highway,Moderate,8690.0,37.3,0.6654,21.39
VH-0044,Refrigerated Truck,RT-SEA-POR-179,2024-07-11,Seattle,Portland,308.0,46.6,6.61,4,Urban,High,13890.0,153.6,0.1798,99.82
VH-0068,Heavy Truck,RT-EDI-DUN-922,2022-08-27,Edinburgh,Dundee,88.6,75.0,1.18,1,Highway,Low,19180.0,34.2,0.6825,39.65
VH-0344,Heavy Truck,RT-DEN-SAL-376,2023-02-08,Denver,Salt Lake City,702.4,46.0,15.27,10,Urban,High,10930.0,336.0,0.1562,179.14
VH-0477,Medium Truck,RT-COL-CIN-707,2023-10-03,Columbus,Cincinnati,180.1,77.4,2.33,2,Highway,Low,9700.0,45.2,0.6105,40.76
VH-0305,Heavy Truck,RT-BRI-CAR-420,2023-05-21,Bristol,Cardiff,48.3,64.9,0.74,1,Highway,Moderate,16990.0,22.7,0.7001,19.15
VH-0251,Heavy Truck,RT-NEW-BOS-306,2024-11-30,New York,Boston,343.1,69.2,4.96,5,Highway,Low,16790.0,109.7,0.2838,134.42
VH-0083,Refrigerated Truck,RT-LEE-SHE-338,2023-08-17,Leeds,Sheffield,56.7,55.6,1.02,0,Highway,Congested,13500.0,23.3,0.6697,17.86
VH-0228,Tanker,RT-LON-BIR-763,2024-07-29,London,Birmingham,149.7,62.6,2.39,4,Highway,Low,17680.0,78.6,0.4003,61.76
VH-0070,Tanker,RT-NEW-LEE-417,2023-03-25,Newcastle,Leeds,116.9,58.9,1.98,1,Highway,High,26690.0,49.7,0.5696,72.8
VH-0418,Heavy Truck,RT-KAN-ST -538,2024-12-28,Kansas City,St Louis,385.6,89.8,4.29,11,Highway,Moderate,11630.0,166.8,0.2876,104.64
VH-0068,Heavy Truck,RT-BRI-BAT-890,2022-10-13,Bristol,Bath,20.8,48.6,0.43,2,Urban,Low,17880.0,33.0,0.575,8.68
VH-0200,Medium Truck,RT-CAR-NEW-533,2024-04-18,Cardiff,Newport,19.2,44.9,0.43,2,Urban,High,9770.0,33.2,0.563,4.38
VH-0431,Refrigerated Truck,RT-NEW-PHI-760,2022-06-21,New York,Philadelphia,141.9,73.5,1.93,1,Highway,Moderate,10570.0,23.0,0.7247,35.0
VH-0032,Medium Truck,RT-SHE-HUL-175,2024-10-12,Sheffield,Hull,86.5,62.0,1.4,2,Rural,Moderate,8270.0,46.9,0.5572,16.69
VH-0082,Refrigerated Truck,RT-BRI-CAR-176,2023-09-09,Bristol,Cardiff,45.3,48.7,0.93,0,Rural,Moderate,16960.0,16.1,0.679,17.93
VH-0165,Refrigerated Truck,RT-EDI-DUN-166,2023-05-23,Edinburgh,Dundee,98.5,65.0,1.52,1,Highway,High,9700.0,50.6,0.5842,22.29
VH-0357,Tanker,RT-HOU-NEW-272,2022-04-08,Houston,New Orleans,600.9,60.6,9.92,7,Highway,Moderate,27040.0,129.0,0.2068,379.13
VH-0404,Refrigerated Truck,RT-MIA-ORL-929,2024-10-11,Miami,Orlando,391.2,62.6,6.25,8,Highway,Moderate,18840.0,139.5,0.21,171.97
VH-0489,Flatbed,RT-BRI-CAR-516,2023-01-22,Bristol,Cardiff,49.4,75.1,0.66,0,Highway,Low,20100.0,25.3,0.7199,23.17
VH-0212,Tanker,RT-SEA-POR-587,2024-05-23,Seattle,Portland,295.7,61.5,4.81,6,Rural,High,23410.0,116.8,0.2264,161.52
VH-0247,Tanker,RT-LON-LUT-979,2023-11-08,London,Luton,55.6,58.2,0.96,1,Mixed,Low,16710.0,37.6,0.6179,21.68
VH-0188,Refrigerated Truck,RT-LON-LUT-143,2024-04-03,London,Luton,51.3,46.1,1.11,1,Mixed,Congested,21880.0,49.5,0.532,26.19
VH-0134,Flatbed,RT-LON-BRI-699,2024-02-28,London,Bristol,164.9,48.8,3.38,2,Urban,High,16260.0,44.3,0.5285,62.56
VH-0303,Van,RT-SOU-POR-378,2022-12-22,Southampton,Portsmouth,32.1,57.1,0.56,0,Urban,Low,1950.0,9.7,0.7309,1.46
VH-0253,Refrigerated Truck,RT-MAN-LEE-580,2023-07-10,Manchester,Leeds,75.8,52.6,1.44,1,Rural,Low,21560.0,48.4,0.5561,38.13
VH-0487,Medium Truck,RT-GLA-EDI-649,2022-03-29,Glasgow,Edinburgh,75.4,77.5,0.97,2,Highway,Low,8450.0,52.9,0.5787,14.87
VH-0023,Van,RT-YOR-LEE-501,2024-06-15,York,Leeds,34.2,60.2,0.57,1,Urban,Low,2180.0,33.0,0.6431,1.74
VH-0356,Heavy Truck,RT-DEN-SAL-664,2022-07-27,Denver,Salt Lake City,782.0,53.0,14.75,10,Urban,Low,13550.0,205.2,0.1772,247.24
VH-0246,Heavy Truck,RT-RIC-BAL-625,2023-09-27,Richmond,Baltimore,158.5,60.9,2.6,1,Highway,Moderate,19340.0,45.5,0.5931,71.53
VH-0094,Van,RT-LON-LUT-634,2024-12-19,London,Luton,49.0,68.5,0.72,0,Mixed,Low,1170.0,24.3,0.7042,1.34
VH-0003,Heavy Truck,RT-MAN-LIV-652,2023-03-16,Manchester,Liverpool,59.2,65.9,0.9,1,Mixed,Moderate,22020.0,35.5,0.6498,30.42
VH-0407,Van,RT-BRI-BAT-801,2022-01-10,Bristol,Bath,17.4,54.6,0.32,2,Urban,Moderate,1610.0,39.3,0.5667,0.65
VH-0225,Tanker,RT-COV-LEI-414,2023-05-24,Coventry,Leicester,35.9,58.4,0.61,0,Highway,Moderate,15970.0,8.4,0.7402,13.38
VH-0024,Heavy Truck,RT-CAR-NEW-873,2022-02-11,Cardiff,Newport,20.8,42.3,0.49,1,Urban,Low,25810.0,29.8,0.6027,12.53
VH-0058,Flatbed,RT-DEN-SAL-474,2024-07-19,Denver,Salt Lake City,650.5,80.0,8.13,9,Highway,Low,8130.0,141.8,0.26,123.4
VH-0186,Medium Truck,RT-BIR-MAN-583,2022-11-06,Birmingham,Manchester,89.5,73.9,1.21,1,Highway,Moderate,7600.0,32.2,0.6875,15.87
VH-0483,Van,RT-PHO-TUC-606,2024-12-02,Phoenix,Tucson,163.2,75.0,2.18,2,Highway,High,3400.0,68.3,0.5071,12.95
VH-0306,Tanker,RT-NEW-LEE-614,2023-05-09,Newcastle,Leeds,111.8,59.0,1.89,0,Highway,Low,28630.0,19.9,0.6941,74.69
VH-0345,Van,RT-GLA-EDI-156,2022-04-03,Glasgow,Edinburgh,65.0,84.6,0.77,0,Highway,Moderate,2630.0,11.9,0.8042,3.99
VH-0401,Heavy Truck,RT-PHO-TUC-317,2023-06-02,Phoenix,Tucson,210.6,78.3,2.69,3,Highway,High,21630.0,79.6,0.4532,106.29
VH-0086,Refrigerated Truck,RT-MAN-LIV-585,2024-02-12,Manchester,Liverpool,64.1,48.7,1.32,1,Urban,Moderate,10980.0,45.1,0.5582,16.42
VH-0495,Tanker,RT-NEW-LEE-261,2022-10-11,Newcastle,Leeds,102.1,63.7,1.6,1,Highway,Low,17580.0,35.9,0.6415,41.88
VH-0463,Heavy Truck,RT-NEW-PHI-864,2023-09-17,New York,Philadelphia,142.1,79.8,1.78,1,Highway,Moderate,13920.0,27.7,0.724,46.15
VH-0121,Flatbed,RT-COV-LEI-253,2022-10-06,Coventry,Leicester,35.9,67.4,0.53,3,Highway,Low,11690.0,91.3,0.3718,9.79
VH-0338,Tanker,RT-DAL-HOU-319,2024-12-16,Dallas,Houston,438.7,76.1,5.76,6,Highway,Low,28990.0,142.4,0.2569,296.75
VH-0157,Refrigerated Truck,RT-LOU-LEX-921,2024-11-04,Louisville,Lexington,103.6,84.3,1.23,1,Highway,High,16720.0,41.2,0.6812,40.42
VH-0448,Tanker,RT-RIC-BAL-395,2022-10-21,Richmond,Baltimore,191.3,67.3,2.84,0,Highway,High,23610.0,23.0,0.7061,105.39
VH-0375,Medium Truck,RT-COL-CIN-930,2023-12-31,Columbus,Cincinnati,171.8,80.3,2.14,5,Highway,Low,13830.0,132.2,0.2742,55.44
VH-0309,Heavy Truck,RT-PHO-TUC-702,2023-03-28,Phoenix,Tucson,165.8,66.1,2.51,2,Highway,Low,10500.0,50.4,0.555,40.62
VH-0251,Heavy Truck,RT-BRI-BAT-517,2023-04-18,Bristol,Bath,19.5,50.4,0.39,1,Urban,Low,12820.0,33.2,0.6129,5.83
VH-0227,Flatbed,RT-DAL-HOU-390,2023-10-01,Dallas,Houston,357.3,81.9,4.36,1,Highway,High,12580.0,31.5,0.7144,104.88
VH-0140,Van,RT-NOR-CAM-538,2022-10-28,Norwich,Cambridge,75.8,75.4,1.01,1,Rural,Congested,1560.0,61.0,0.572,2.76
VH-0288,Refrigerated Truck,RT-LON-CAM-789,2024-09-20,London,Cambridge,84.9,64.0,1.33,1,Highway,Low,10980.0,35.9,0.6424,21.75
VH-0181,Tanker,RT-ABE-INV-194,2023-11-28,Aberdeen,Inverness,146.8,52.1,2.82,1,Mixed,Moderate,22390.0,49.1,0.5517,76.69
VH-0119,Tanker,RT-LOS-LAS-216,2023-03-18,Los Angeles,Las Vegas,376.7,71.2,5.29,3,Highway,High,20840.0,69.0,0.4761,183.18
VH-0075,Heavy Truck,RT-LOS-SAN-959,2023-12-22,Los Angeles,San Francisco,609.7,76.1,8.01,5,Highway,Congested,17120.0,208.6,0.2616,243.55
VH-0227,Flatbed,RT-MAN-LEE-767,2022-06-27,Manchester,Leeds,69.1,68.9,1.0,0,Highway,Low,18580.0,7.3,0.7763,29.96
VH-0277,Flatbed,RT-MAN-LIV-444,2024-02-01,Manchester,Liverpool,48.3,46.7,1.03,1,Urban,Low,19110.0,39.0,0.5776,21.54
VH-0009,Tanker,RT-GLA-EDI-846,2023-05-13,Glasgow,Edinburgh,83.4,67.9,1.23,0,Highway,High,15830.0,24.0,0.7037,30.81
VH-0134,Flatbed,RT-BRI-CAR-235,2022-09-20,Bristol,Cardiff,43.8,77.3,0.57,1,Highway,Low,8400.0,32.8,0.6952,8.58
VH-0017,Heavy Truck,RT-BRI-CAR-893,2024-05-30,Bristol,Cardiff,50.2,57.5,0.87,0,Mixed,Low,23600.0,30.0,0.6475,27.64
VH-0497,Medium Truck,RT-MAN-LEE-531,2024-04-27,Manchester,Leeds,66.4,54.1,1.23,0,Mixed,Moderate,10010.0,26.8,0.6506,15.51
VH-0118,Medium Truck,RT-LON-BIR-921,2024-04-14,London,Birmingham,180.5,78.0,2.31,1,Highway,Moderate,9900.0,49.7,0.6269,41.7
VH-0117,Refrigerated Truck,RT-LOS-LAS-687,2023-11-11,Los Angeles,Las Vegas,444.1,57.5,7.72,7,Mixed,Low,16070.0,135.7,0.1975,166.52
VH-0401,Heavy Truck,RT-BRI-CAR-638,2023-03-02,Bristol,Cardiff,56.6,80.3,0.7,1,Highway,Low,19310.0,36.6,0.6884,25.5
VH-0441,Tanker,RT-LON-CAM-732,2022-09-21,London,Cambridge,91.4,70.4,1.3,0,Highway,High,20540.0,28.3,0.6933,43.8
VH-0369,Tanker,RT-YOR-LEE-156,2022-09-15,York,Leeds,34.2,72.9,0.47,3,Highway,High,25310.0,96.5,0.3666,20.2
VH-0357,Tanker,RT-BRI-CAR-714,2023-05-01,Bristol,Cardiff,47.9,76.8,0.62,0,Highway,High,18020.0,24.5,0.7283,20.14
VH-0354,Heavy Truck,RT-CHI-DET-175,2022-08-16,Chicago,Detroit,461.2,69.8,6.61,7,Highway,High,14950.0,203.0,0.2344,160.88
VH-0174,Tanker,RT-BRI-CAR-916,2024-04-25,Bristol,Cardiff,51.2,49.2,1.04,0,Mixed,Low,18780.0,21.7,0.6572,22.44
VH-0171,Medium Truck,RT-LOS-LAS-542,2022-11-06,Los Angeles,Las Vegas,394.0,50.5,7.8,7,Urban,Moderate,10350.0,176.6,0.1765,95.15
VH-0300,Medium Truck,RT-BIR-MAN-141,2024-05-02,Birmingham,Manchester,100.0,65.3,1.53,2,Highway,Low,6690.0,30.7,0.6346,15.61
VH-0381,Flatbed,RT-LON-BIR-734,2023-07-02,London,Birmingham,144.0,71.0,2.03,3,Rural,High,9370.0,108.5,0.3109,31.48
VH-0236,Medium Truck,RT-BIR-WOL-760,2024-12-19,Birmingham,Wolverhampton,21.1,54.3,0.39,1,Urban,High,10060.0,25.8,0.6554,4.95
VH-0338,Tanker,RT-LOS-LAS-265,2023-07-12,Los Angeles,Las Vegas,414.8,64.0,6.48,11,Highway,High,28100.0,291.5,0.2102,271.97
VH-0258,Tanker,RT-LON-COV-251,2024-10-04,London,Coventry,157.7,74.7,2.11,3,Highway,Moderate,15310.0,70.1,0.482,56.34
VH-0383,Tanker,RT-CHI-IND-140,2022-07-13,Chicago,Indianapolis,316.9,62.3,5.09,4,Highway,Congested,16900.0,162.1,0.2269,124.96
VH-0050,Refrigerated Truck,RT-ABE-INV-409,2024-11-20,Aberdeen,Inverness,164.1,87.0,1.89,2,Highway,High,16390.0,95.0,0.4318,62.76
VH-0289,Heavy Truck,RT-DEN-SAL-789,2024-06-15,Denver,Salt Lake City,713.6,82.4,8.66,11,Highway,Low,10540.0,222.9,0.2654,175.5
VH-0439,Heavy Truck,RT-ATL-CHA-151,2022-03-09,Atlanta,Charlotte,405.2,52.8,7.67,4,Mixed,High,11640.0,111.0,0.2359,110.05
VH-0309,Heavy Truck,RT-NOR-CAM-242,2023-07-25,Norwich,Cambridge,64.4,59.5,1.08,1,Rural,Low,21340.0,45.1,0.5906,32.07
VH-0069,Heavy Truck,RT-SHE-HUL-894,2024-09-13,Sheffield,Hull,81.3,57.9,1.4,0,Mixed,Moderate,14140.0,16.8,0.7037,26.82
VH-0356,Heavy Truck,RT-LEI-NOT-939,2023-04-13,Leicester,Nottingham,30.3,77.9,0.39,2,Highway,Low,12440.0,46.8,0.6054,8.8
VH-0066,Medium Truck,RT-ATL-CHA-626,2023-06-16,Atlanta,Charlotte,374.3,57.0,6.57,7,Rural,Low,12360.0,162.5,0.196,107.95
VH-0114,Medium Truck,RT-BRI-CAR-525,2023-03-15,Bristol,Cardiff,48.4,68.1,0.71,0,Highway,High,7580.0,21.6,0.7143,8.56
VH-0005,Refrigerated Truck,RT-LON-BRI-328,2024-02-25,London,Bristol,195.8,69.2,2.83,1,Highway,Moderate,18970.0,45.4,0.6184,86.67
VH-0377,Tanker,RT-BIR-MAN-658,2024-02-02,Birmingham,Manchester,99.3,37.3,2.66,0,Urban,Moderate,19740.0,27.2,0.6067,45.74
VH-0134,Flatbed,RT-SEA-POR-906,2023-03-10,Seattle,Portland,321.9,77.4,4.16,1,Highway,Low,9740.0,35.6,0.6839,73.16
VH-0263,Tanker,RT-HOU-NEW-229,2024-11-30,Houston,New Orleans,532.2,67.5,7.88,11,Highway,Low,21620.0,127.9,0.2207,268.48
VH-0089,Tanker,RT-LOU-LEX-642,2023-11-21,Louisville,Lexington,82.8,55.6,1.49,1,Highway,Congested,27840.0,63.4,0.5026,53.79
VH-0220,Medium Truck,RT-NEW-LEE-247,2022-09-26,Newcastle,Leeds,117.1,84.2,1.39,3,Highway,Congested,12420.0,67.6,0.5209,33.94
VH-0214,Van,RT-NOR-CAM-471,2022-01-12,Norwich,Cambridge,71.7,63.3,1.13,0,Rural,Low,1350.0,28.8,0.6699,2.26
VH-0196,Heavy Truck,RT-YOR-LEE-465,2022-11-06,York,Leeds,30.8,60.6,0.51,1,Mixed,Moderate,11730.0,32.3,0.6472,8.43
VH-0064,Refrigerated Truck,RT-PHO-TUC-676,2024-11-14,Phoenix,Tucson,200.7,67.4,2.98,3,Highway,Low,11280.0,48.9,0.5484,52.82
VH-0453,Van,RT-LON-CAM-499,2023-06-20,London,Cambridge,104.5,79.7,1.31,1,Highway,Moderate,2510.0,19.7,0.757,6.12
VH-0222,Tanker,RT-SEA-POR-398,2024-08-31,Seattle,Portland,278.8,72.2,3.86,4,Highway,Congested,27970.0,182.3,0.2566,181.95
VH-0381,Flatbed,RT-CHI-IND-217,2024-05-24,Chicago,Indianapolis,317.2,70.4,4.51,4,Highway,Moderate,15210.0,64.7,0.4816,112.57
VH-0076,Flatbed,RT-LON-LUT-904,2023-10-30,London,Luton,51.7,51.8,1.0,2,Mixed,High,24740.0,83.0,0.3762,29.84
VH-0354,Heavy Truck,RT-NEW-BOS-712,2024-01-23,New York,Boston,379.5,69.6,5.45,2,Highway,Moderate,24710.0,61.8,0.518,218.81
VH-0347,Van,RT-MIN-MIL-520,2023-09-02,Minneapolis,Milwaukee,526.8,60.1,8.77,7,Urban,Moderate,2140.0,101.1,0.2841,26.3
VH-0315,Medium Truck,RT-LON-LUT-401,2023-08-27,London,Luton,50.6,47.0,1.08,5,Urban,Low,8410.0,77.6,0.351,9.93
VH-0416,Refrigerated Truck,RT-DAL-HOU-623,2024-03-02,Dallas,Houston,342.9,74.9,4.58,4,Highway,Congested,14870.0,73.8,0.4572,118.97
VH-0127,Medium Truck,RT-ABE-INV-791,2022-09-22,Aberdeen,Inverness,138.3,43.3,3.19,4,Urban,Congested,7110.0,174.6,0.1699,22.94
VH-0136,Flatbed,RT-LEI-NOT-262,2023-10-04,Leicester,Nottingham,27.1,70.0,0.39,2,Highway,Congested,24230.0,71.7,0.4779,15.32
VH-0035,Refrigerated Truck,RT-NAS-MEM-914,2024-02-14,Nashville,Memphis,383.3,63.8,6.01,6,Highway,Low,14650.0,108.6,0.2675,131.02
VH-0254,Heavy Truck,RT-ATL-CHA-296,2022-04-11,Atlanta,Charlotte,447.0,64.0,6.98,7,Highway,Low,12320.0,87.5,0.3524,128.5
VH-0020,Medium Truck,RT-LON-LUT-752,2022-02-27,London,Luton,53.1,49.9,1.06,1,Mixed,Low,12560.0,38.0,0.5914,15.56
VH-0048,Heavy Truck,RT-NEW-LEE-479,2023-11-25,Newcastle,Leeds,92.4,62.2,1.49,0,Rural,High,14940.0,17.6,0.7133,32.21
VH-0174,Tanker,RT-LON-BIR-172,2023-02-14,London,Birmingham,146.6,63.5,2.31,1,Mixed,High,15760.0,41.7,0.6168,53.91
VH-0306,Tanker,RT-KAN-ST -377,2024-02-21,Kansas City,St Louis,394.1,69.4,5.68,4,Highway,Low,21750.0,84.7,0.3953,200.01
VH-0362,Medium Truck,RT-NEW-PHI-430,2024-05-13,New York,Philadelphia,133.0,77.2,1.72,1,Highway,Moderate,12830.0,25.4,0.7258,39.82
VH-0033,Flatbed,RT-CHI-DET-961,2024-09-02,Chicago,Detroit,457.1,70.5,6.48,6,Highway,Low,12250.0,115.7,0.258,130.65
VH-0101,Tanker,RT-DEN-SAL-341,2022-10-23,Denver,Salt Lake City,663.6,68.7,9.66,8,Highway,Low,16790.0,177.1,0.2283,259.98
VH-0285,Heavy Truck,RT-DAL-HOU-681,2022-01-13,Dallas,Houston,427.1,82.4,5.18,5,Highway,High,22280.0,143.8,0.2805,222.04
VH-0272,Heavy Truck,RT-CAR-NEW-508,2024-08-30,Cardiff,Newport,21.2,42.4,0.5,1,Urban,Low,22890.0,34.8,0.5822,11.32
VH-0123,Flatbed,RT-COL-CIN-760,2023-09-01,Columbus,Cincinnati,145.3,62.8,2.31,3,Highway,High,13510.0,51.8,0.5226,45.8
VH-0485,Medium Truck,RT-LON-CAM-157,2024-04-25,London,Cambridge,85.8,43.8,1.96,0,Urban,Moderate,6860.0,8.9,0.6943,13.73
VH-0067,Tanker,RT-MIN-MIL-347,2022-03-30,Minneapolis,Milwaukee,574.3,52.7,10.9,5,Mixed,Low,20930.0,71.9,0.3918,280.47
VH-0047,Flatbed,RT-NEW-PHI-759,2024-02-27,New York,Philadelphia,140.8,55.0,2.56,0,Mixed,Moderate,12570.0,20.2,0.6808,41.3
VH-0221,Van,RT-BIR-MAN-687,2023-07-25,Birmingham,Manchester,108.3,81.3,1.33,1,Highway,Low,2460.0,44.4,0.6589,6.22
VH-0097,Medium Truck,RT-LON-LUT-291,2022-03-31,London,Luton,56.2,52.3,1.07,0,Mixed,Moderate,5770.0,21.3,0.6682,7.57
VH-0405,Medium Truck,RT-CHI-IND-444,2023-10-27,Chicago,Indianapolis,330.9,71.0,4.66,4,Highway,Moderate,6560.0,107.4,0.3055,50.65
VH-0471,Refrigerated Truck,RT-CAR-NEW-748,2023-12-08,Cardiff,Newport,16.7,45.4,0.37,1,Urban,Low,11650.0,41.7,0.5624,4.54
VH-0491,Medium Truck,RT-MAN-LEE-372,2023-04-23,Manchester,Leeds,65.6,72.6,0.9,1,Highway,Congested,7090.0,31.0,0.6886,10.85
VH-0007,Medium Truck,RT-NEW-BOS-226,2023-03-23,New York,Boston,389.7,75.8,5.14,4,Highway,Moderate,13200.0,87.3,0.4037,120.03
VH-0126,Medium Truck,RT-LON-CAM-781,2023-07-05,London,Cambridge,110.5,81.3,1.36,1,Highway,Low,9810.0,38.4,0.6839,25.29
VH-0113,Heavy Truck,RT-LON-CAM-197,2024-11-11,London,Cambridge,99.5,79.6,1.25,1,Highway,High,15990.0,29.0,0.718,37.12
VH-0208,Heavy Truck,RT-NOR-CAM-519,2024-10-29,Norwich,Cambridge,64.8,60.0,1.08,1,Rural,Low,24010.0,48.2,0.5792,36.3
VH-0283,Tanker,RT-GLA-EDI-745,2022-02-07,Glasgow,Edinburgh,65.7,74.9,0.88,2,Highway,Congested,19520.0,52.8,0.5714,29.92
VH-0250,Medium Truck,RT-RIC-BAL-533,2022-03-01,Richmond,Baltimore,207.9,74.6,2.79,6,Rural,Moderate,10490.0,115.1,0.2728,50.89
VH-0009,Tanker,RT-COL-CIN-839,2024-12-23,Columbus,Cincinnati,179.0,61.4,2.92,3,Highway,Low,15460.0,53.0,0.5134,64.57
VH-0085,Tanker,RT-LON-COV-519,2022-04-16,London,Coventry,141.8,62.8,2.26,0,Highway,Moderate,19680.0,15.9,0.7222,65.11
VH-0250,Medium Truck,RT-EDI-DUN-286,2022-02-08,Edinburgh,Dundee,84.0,73.1,1.15,1,Highway,High,5160.0,36.5,0.6672,10.11
VH-0432,Medium Truck,RT-GLA-EDI-410,2024-05-13,Glasgow,Edinburgh,64.1,66.6,0.96,2,Highway,Moderate,11790.0,65.1,0.4952,17.63
VH-0408,Tanker,RT-NAS-MEM-449,2024-04-06,Nashville,Memphis,303.2,58.3,5.2,4,Highway,Moderate,15430.0,94.1,0.3228,109.16
VH-0204,Heavy Truck,RT-LON-BRI-244,2022-05-12,London,Bristol,178.4,82.5,2.16,1,Highway,Moderate,19310.0,25.6,0.7408,80.38
VH-0434,Tanker,RT-ABE-INV-491,2022-12-25,Aberdeen,Inverness,136.1,57.5,2.37,1,Rural,High,24440.0,49.3,0.5671,77.61
VH-0465,Van,RT-LIV-MAN-611,2023-08-22,Liverpool,Manchester,55.6,66.2,0.84,5,Rural,Low,3400.0,71.1,0.4357,4.41
VH-0147,Medium Truck,RT-YOR-LEE-721,2022-05-31,York,Leeds,31.9,75.5,0.42,0,Highway,Moderate,13640.0,10.3,0.7836,10.15
VH-0141,Flatbed,RT-KAN-ST -938,2022-03-21,Kansas City,St Louis,465.8,60.5,7.7,2,Highway,Low,13720.0,51.7,0.5327,149.12
VH-0022,Van,RT-MIN-MIL-204,2024-07-03,Minneapolis,Milwaukee,599.6,84.8,7.07,10,Highway,Congested,2530.0,322.7,0.2726,35.4
VH-0137,Refrigerated Truck,RT-GLA-EDI-614,2024-12-05,Glasgow,Edinburgh,75.1,62.2,1.21,1,Highway,Low,21660.0,17.1,0.7154,37.96
VH-0480,Refrigerated Truck,RT-MIA-ORL-484,2022-12-11,Miami,Orlando,400.6,67.7,5.92,3,Highway,Moderate,16860.0,48.8,0.5498,157.6
VH-0323,Flatbed,RT-RIC-BAL-577,2022-02-26,Richmond,Baltimore,157.9,63.3,2.49,0,Highway,High,12340.0,12.5,0.7378,45.46
VH-0263,Tanker,RT-LON-BRI-657,2023-04-29,London,Bristol,169.3,44.8,3.78,3,Urban,Moderate,16630.0,100.4,0.2661,65.69
VH-0489,Flatbed,RT-CAR-NEW-968,2023-01-15,Cardiff,Newport,16.2,44.9,0.36,2,Urban,Low,9110.0,45.0,0.5139,3.44
VH-0116,Tanker,RT-BRI-CAR-745,2024-07-14,Bristol,Cardiff,52.3,70.0,0.75,1,Highway,High,23730.0,44.0,0.6267,28.96
VH-0374,Refrigerated Truck,RT-LON-BIR-772,2024-11-10,London,Birmingham,160.0,64.8,2.47,2,Highway,Moderate,15470.0,56.6,0.5252,57.75
VH-0117,Refrigerated Truck,RT-BRI-CAR-992,2023-12-02,Bristol,Cardiff,51.0,31.3,1.63,2,Urban,Low,11220.0,51.3,0.4729,13.35
VH-0407,Van,RT-NOR-CAM-233,2022-06-06,Norwich,Cambridge,70.6,62.5,1.13,0,Rural,Moderate,3100.0,11.9,0.7379,5.11
VH-0427,Refrigerated Truck,RT-LOS-LAS-306,2023-07-08,Los Angeles,Las Vegas,488.2,63.2,7.72,4,Highway,Moderate,20890.0,90.8,0.3513,237.96
VH-0040,Refrigerated Truck,RT-LON-BIR-953,2024-04-29,London,Birmingham,143.2,67.1,2.13,1,Highway,Moderate,15380.0,38.4,0.6413,51.39
VH-0144,Heavy Truck,RT-LEI-NOT-645,2022-07-27,Leicester,Nottingham,29.7,75.2,0.39,1,Highway,Low,23330.0,17.3,0.7535,16.17
VH-0288,Refrigerated Truck,RT-PHO-TUC-251,2023-02-08,Phoenix,Tucson,200.1,70.3,2.85,0,Highway,High,16770.0,20.0,0.7276,78.3
VH-0385,Refrigerated Truck,RT-DET-CLE-189,2022-02-11,Detroit,Cleveland,308.9,68.9,4.48,1,Highway,Low,19800.0,23.8,0.7075,142.71
VH-0398,Refrigerated Truck,RT-LOS-SAN-207,2024-11-28,Los Angeles,San Francisco,706.1,75.5,9.35,7,Highway,Low,10400.0,171.9,0.2515,171.35
VH-0418,Heavy Truck,RT-DET-CLE-175,2022-11-04,Detroit,Cleveland,241.9,70.1,3.45,2,Highway,Moderate,17270.0,61.0,0.5228,97.48
VH-0258,Tanker,RT-CHI-IND-535,2023-11-16,Chicago,Indianapolis,322.5,69.1,4.67,6,Highway,Low,24650.0,118.2,0.2434,185.49
